Consulta Dinâmica de Receita 01/2019 - 06/2020
Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL";"TAXA DE CONTROLE E FISCALIZAÇÃO AMBIENTAL - PRINCIPAL";"2020";"6";0,00;4.074.191,79;-4.074.191,79;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"1";0,00;29.099,72;-29.099,72;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2019";"2";0,00;20.042,26;-20.042,26;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"2";0,00;20.545,35;-20.545,35;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2019";"3";0,00;21.457,58;-21.457,58;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"3";0,00;4.488,41;-4.488,41;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2019";"4";0,00;13.778,73;-13.778,73;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"4";0,00;2.749,09;-2.749,09;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2019";"5";0,00;13.162,47;-13.162,47;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"5";0,00;6.269,72;-6.269,72;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2019";"6";0,00;15.394,19;-15.394,19;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA";"2020";"6";0,00;8.147,63;-8.147,63;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"1";595.581,00;189.720,72;405.860,28;31,85;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2019";"2";0,00;82.395,01;-82.395,01;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"2";0,00;215.265,37;-215.265,37;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2019";"3";0,00;61.407,99;-61.407,99;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"3";0,00;131.288,37;-131.288,37;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2019";"4";0,00;99.438,95;-99.438,95;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"4";0,00;154.392,18;-154.392,18;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2019";"5";0,00;131.586,97;-131.586,97;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"5";0,00;121.043,97;-121.043,97;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2019";"6";0,00;100.312,39;-100.312,39;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - OUTRAS - PRINCIPAL";"2020";"6";0,00;87.179,27;-87.179,27;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"1";144.898.296,00;1.788.575,83;143.109.720,17;1,23;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"1";144.766.348,00;13.526.083,90;131.240.264,10;9,34;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"2";0,00;1.713.946,54;-1.713.946,54;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"2";0,00;35.970.057,13;-35.970.057,13;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"3";0,00;38.874.956,74;-38.874.956,74;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"3";0,00;14.917.494,13;-14.917.494,13;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"4";0,00;9.006.552,98;-9.006.552,98;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"4";0,00;6.535.091,63;-6.535.091,63;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"5";0,00;26.535.383,59;-26.535.383,59;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"5";0,00;8.765.399,68;-8.765.399,68;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2019";"6";0,00;8.415.161,46;-8.415.161,46;0,00;
"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO";"TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL";"2020";"6";0,00;6.751.307,65;-6.751.307,65;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"1";15.521.520,00;3.817.238,73;11.704.281,27;24,59;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"1";18.310.783,00;1.712.466,45;16.598.316,55;9,35;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"2";0,00;-123.512,24;123.512,24;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"2";0,00;1.504.493,24;-1.504.493,24;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"3";0,00;1.147.226,37;-1.147.226,37;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"3";0,00;1.322.092,00;-1.322.092,00;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"4";0,00;1.592.004,43;-1.592.004,43;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"4";0,00;881.165,55;-881.165,55;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"5";0,00;1.572.019,00;-1.572.019,00;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"5";0,00;1.511.994,69;-1.511.994,69;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2019";"6";0,00;1.743.073,68;-1.743.073,68;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA";"2020";"6";0,00;1.653.853,98;-1.653.853,98;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"1";5.491.540,00;491.665,19;4.999.874,81;8,95;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"1";5.957.064,00;528.552,38;5.428.511,62;8,87;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"2";0,00;432.981,06;-432.981,06;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"2";0,00;371.446,58;-371.446,58;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"3";0,00;365.856,99;-365.856,99;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"3";0,00;281.515,21;-281.515,21;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"4";0,00;500.233,76;-500.233,76;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"4";0,00;171.615,17;-171.615,17;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"5";0,00;498.967,22;-498.967,22;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"5";0,00;298.183,37;-298.183,37;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2019";"6";0,00;526.880,96;-526.880,96;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - DÍVIDA ATIVA - MULTAS E JUROS";"2020";"6";0,00;164.131,51;-164.131,51;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"1";2.575.336,00;485.027,43;2.090.308,57;18,83;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2020";"1";2.917.893,00;307.638,13;2.610.254,87;10,54;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"2";0,00;179.817,06;-179.817,06;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2020";"2";0,00;123.076,34;-123.076,34;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"3";0,00;106.483,93;-106.483,93;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2020";"3";0,00;72.423,76;-72.423,76;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"4";0,00;45.379,77;-45.379,77;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"5";0,00;15.745,90;-15.745,90;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2020";"5";0,00;214.748,24;-214.748,24;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2019";"6";0,00;109.287,17;-109.287,17;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - MULTAS E JUROS";"2020";"6";0,00;297.589,62;-297.589,62;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"1";162.314.494,00;4.587.791,39;157.726.702,61;2,83;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"1";179.900.253,00;4.029.434,25;175.870.818,75;2,24;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"2";0,00;2.295.278,69;-2.295.278,69;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"2";0,00;2.819.858,13;-2.819.858,13;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"3";0,00;5.507.123,80;-5.507.123,80;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"3";0,00;2.285.850,86;-2.285.850,86;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"4";0,00;5.445.881,13;-5.445.881,13;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"4";0,00;8.899.425,87;-8.899.425,87;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"5";0,00;6.931.824,79;-6.931.824,79;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"5";0,00;62.392.097,36;-62.392.097,36;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2019";"6";0,00;49.375.833,71;-49.375.833,71;0,00;
"TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"TAXAS PELA PRESTAÇÃO DE SERVIÇOS - PRINCIPAL";"2020";"6";0,00;23.267.738,75;-23.267.738,75;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"1";419.479,00;142.407,72;277.071,28;33,95;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"1";614.652,00;2.151,22;612.500,78;0,35;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"2";0,00;5.252,71;-5.252,71;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"2";0,00;51.108,79;-51.108,79;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"3";0,00;88.135,05;-88.135,05;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"3";0,00;146.308,85;-146.308,85;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"4";0,00;90.546,42;-90.546,42;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"4";0,00;7.937,55;-7.937,55;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"5";0,00;56.424,59;-56.424,59;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"5";0,00;169.319,13;-169.319,13;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2019";"6";0,00;63.601,00;-63.601,00;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS HÍDRICOS - PRINCIPAL";"2020";"6";0,00;-4.278,08;4.278,08;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"1";2.699.607,00;103.655,33;2.595.951,67;3,84;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"1";1.222.407,00;140.906,01;1.081.500,99;11,53;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"2";0,00;62.569,97;-62.569,97;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"2";0,00;103.888,67;-103.888,67;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"3";0,00;116.963,83;-116.963,83;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"3";0,00;179.338,93;-179.338,93;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"4";0,00;198.874,75;-198.874,75;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"4";0,00;175.566,06;-175.566,06;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"5";0,00;282.816,35;-282.816,35;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"5";0,00;114.661,71;-114.661,71;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2019";"6";0,00;4.640,05;-4.640,05;0,00;
"TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NA";"COTA-PARTE DA COMPENSAÇÃO FINANCEIRA DE RECURSOS MINERAIS - CFEM - PRI";"2020";"6";0,00;945.958,24;-945.958,24;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO";"2020";"1";5.000.000,00;0,00;5.000.000,00;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2019";"1";112.141.076,00;2.062.121,09;110.078.954,91;1,84;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2020";"1";67.496.035,00;25.144.688,64;42.351.346,36;37,25;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2019";"2";0,00;0,00;0,00;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2020";"2";0,00;219.151,13;-219.151,13;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2019";"3";363.558,00;59.692,10;303.865,90;16,42;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2020";"3";10.654.813,00;4.484.747,89;6.170.065,11;42,09;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2019";"4";0,00;1.671.492,02;-1.671.492,02;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2020";"4";0,00;774.798,88;-774.798,88;0,00;
"TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES";"OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL";"2019";"5";0,00;979.803,65;-979.803,65;0,00;
